City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
280,queenstown,-31.8976,26.8753,58.82,70,1,2.93,ZA,1711845633
281,kurchatov,51.6601,35.6521,50.41,79,20,7.58,RU,1711845872
282,saint-leu,-21.15,55.2833,76.06,75,16,0.74,RE,1711845873
283,constantia,44.1833,28.65,48.88,86,5,11.14,RO,1711845611
284,ballyclare,54.7667,-6.0167,41.47,93,100,6.91,GB,1711845873
285,nova sintra,14.8667,-24.7167,67.32,71,93,12.46,CV,1711845602
286,ghat,24.9647,10.1728,73.18,9,0,4.9,LY,1711845873
287,guimar,28.3039,-16.4325,62.74,69,6,3.31,ES,1711845873
288,uturoa,-16.7333,-151.4333,84.29,78,40,18.37,PF,1711845627
289,lethbridge,49.7,-112.8186,40.17,70,20,11.5,CA,1711845874
290,sanya,18.2431,109.505,84.36,79,40,4.47,CN,1711845874
291,hamilton,39.1834,-84.5333,73.35,47,0,11.5,US,1711845839
292,kingston,17.997,-76.7936,83.35,72,20,9.22,JM,1711845757
293,midvagur,62.0511,-7.1939,40.03,87,100,11.5,FO,1711845875
294,takoradi,4.8845,-1.7554,80.96,87,40,5.88,GH,1711845595
295,lebu,-37.6167,-73.65,55.69,76,100,20.4,CL,1711845610
296,rmi capitol,7.0893,171.3805,87.75,70,100,13.8,MH,1711845876
297,yuzhno-kurilsk,44.0306,145.8556,33.37,79,100,7.54,RU,1711845630
298,flying fish cove,-10.4217,105.6791,80.28,78,100,10.36,CX,1711845594
299,lata,40.1629,-8.3327,46.08,97,100,5.59,PT,1711845667
300,tazacorte,28.629,-17.9293,67.17,85,0,13.8,ES,1711845877
301,nikol'sk,53.7189,46.0712,34.74,99,100,5.93,RU,1711845877
302,la'ie,21.6477,-157.9253,80.56,74,78,5.99,US,1711845644
303,al bardiyah,31.7561,25.0865,62.94,80,7,6.71,LY,1711845878
304,fort mcmurray,56.7268,-111.381,36.91,38,0,11.5,CA,1711845404
305,ancud,-41.8697,-73.8203,49.06,71,100,7.27,CL,1711845643
306,brady,31.1352,-99.3351,75.52,77,0,10.36,US,1711845878
307,dwarka,22.2394,68.9678,74.97,71,39,9.44,IN,1711845878
308,laojunmiao,39.8333,97.7333,54.16,14,5,3.98,CN,1711845879
309,nova floresta,-6.4553,-36.2033,71.11,93,100,3.85,BR,1711845879
310,koryazhma,61.3143,47.1691,37.9,99,100,5.1,RU,1711845879
311,mahina,-17.5065,-149.489,85.77,70,75,4.61,PF,1711845648
312,mendi,-6.1761,143.6513,67.15,84,89,3.56,PG,1711845879
313,taulaga,-11.0553,-171.0883,85.77,72,7,10.2,AS,1711845879
314,nouadhibou,20.931,-17.0347,64.38,77,100,14.97,MR,1711845880
315,east wenatchee bench,47.4257,-120.2812,60.96,40,0,9.22,US,1711845880
316,fuengirola,36.54,-4.6247,57.2,88,100,6.91,ES,1711845880
317,jinjiang,24.8198,118.5741,71.06,90,100,10.22,CN,1711845880
318,ludington,43.9553,-86.4526,36.21,94,100,6.91,US,1711845880
319,khenifra,32.9333,-5.6667,52.27,88,100,15.1,MA,1711845662
320,sosnovo-ozerskoye,52.5249,111.5418,14.88,50,96,1.1,RU,1711845629
321,manadhoo,5.7667,73.3833,84.42,70,9,5.37,MV,1711845881
322,vila velha,-20.3297,-40.2925,76.95,96,75,11.01,BR,1711845846
323,bikenibeu village,1.3673,173.1241,83.26,78,29,17.02,KI,1711845882
324,richards bay,-28.783,32.0377,70.81,76,100,5.35,ZA,1711845611
325,tutoia,-2.7619,-42.2744,77.22,90,100,2.62,BR,1711845659
326,viitasaari,63.0667,25.8667,33.82,94,100,4.38,FI,1711845882
327,mazagao,-0.115,-51.2894,84.25,93,100,3.09,BR,1711845883
328,ulanhot,46.0833,122.0833,28.11,32,0,14.27,CN,1711845883
329,ponnani,10.767,75.9252,79.92,86,79,2.08,IN,1711845883
330,astrakhan,46.3497,48.0408,44.47,81,100,4.47,RU,1711845883
331,saint-joseph,-21.3667,55.6167,75.58,79,6,4.83,RE,1711845884
332,kedrovyy,56.1667,91.8167,36.03,88,94,11.39,RU,1711845884
333,sulak,43.2734,47.5146,52.12,79,100,10.45,RU,1711845884
334,nantucket,41.2835,-70.0995,47.01,69,0,17.27,US,1711845848
335,nguigmi,14.2495,13.1092,84.16,16,100,11.21,NE,1711845885
336,la passe,45.5549,-0.8967,50.23,93,93,10.33,FR,1711845885
337,ngaoundere,7.3167,13.5833,73.65,48,64,1.63,CM,1711845885
338,gaalkacyo,6.7697,47.4308,73.71,82,51,10.74,SO,1711845886
339,new norfolk,-42.7826,147.0587,63.91,55,95,1.52,AU,1711845886
340,polyarnyy,69.1989,33.4478,22.6,95,100,3.15,RU,1711845654
341,aykhal,66.0,111.5,8.91,92,100,21.54,RU,1711845593
342,weno,7.4515,151.8468,82.76,79,99,23.35,FM,1711845684
343,la ronge,55.1001,-105.2842,25.05,68,75,1.14,CA,1711845665
344,westport,41.1415,-73.3579,57.24,24,20,8.05,US,1711845618
345,uruzgan,32.8333,66.0,45.28,52,0,4.85,AF,1711845888
346,lenger,42.183,69.8839,29.64,59,8,3.15,KZ,1711845888
347,lerwick,60.1545,-1.1494,44.6,91,14,5.46,GB,1711845889
348,qarqaraly,49.4058,75.4742,23.9,80,100,14.45,KZ,1711845889
349,thetford-mines,46.0937,-71.3054,32.11,59,0,9.66,CA,1711845890
350,sile,41.1754,29.6133,58.57,59,1,1.99,TR,1711845890
351,colares,38.7992,-9.4469,53.89,89,28,24.0,PT,1711845643
352,belgrade,44.804,20.4651,64.06,32,0,11.5,RS,1711845623
353,monrovia,6.3005,-10.7969,79.18,86,99,2.39,LR,1711845890
354,holmsund,63.706,20.3641,31.95,92,100,3.44,SE,1711845891
355,coquimbo,-29.9533,-71.3436,60.53,94,100,6.91,CL,1711845538
356,pionerskiy,54.9508,20.2275,52.14,88,100,10.8,RU,1711845891
357,nemuro,43.3236,145.575,35.24,97,100,23.06,JP,1711845587
358,mathba,22.2855,89.9629,79.72,81,0,6.29,BD,1711845892
359,tughyl,47.7252,84.2063,37.58,70,100,9.86,KZ,1711845892
360,pama,11.2497,0.7075,91.49,30,86,3.71,BF,1711845892
361,atherton,53.5237,-2.4935,48.25,75,100,1.99,GB,1711845892
362,uliastay,47.7417,96.8444,39.0,60,100,3.36,MN,1711845621
363,zaragoza,41.6561,-0.8773,53.47,80,75,6.91,ES,1711845594
364,keflavik,64.0049,-22.5624,30.11,69,20,25.32,IS,1711845893
365,minas de marcona,-15.2119,-75.1103,65.61,79,100,10.02,PE,1711845641
366,farasan,16.7022,42.1183,82.42,78,68,15.77,SA,1711845893
367,caleta de carquin,-11.0925,-77.6267,73.24,83,99,8.68,PE,1711845893
368,leh,34.1667,77.5833,22.28,82,100,1.52,IN,1711845894
369,pingliang,35.5392,106.6861,60.55,41,10,4.18,CN,1711845894
370,volchikha,52.0333,80.3833,30.97,88,36,8.99,RU,1711845894
371,wattrelos,50.7012,3.2181,44.89,86,0,6.91,FR,1711845894
372,arkhara,49.4212,130.0842,25.77,83,100,8.99,RU,1711845894
373,haiku-pauwela,20.9219,-156.3051,80.62,66,40,24.16,US,1711845620
374,mounana,-1.4085,13.1586,72.93,97,100,2.53,GA,1711845895
375,banjarmasin,-3.3244,114.591,84.34,78,12,2.98,ID,1711845895
376,warangal,18.0,79.5833,78.3,51,28,6.76,IN,1711845895
377,visakhapatnam,17.69,83.2093,78.69,94,20,2.3,IN,1711845896
378,sierre,46.2919,7.5356,49.32,91,39,4.61,CH,1711845896
379,kununurra,-15.7667,128.7333,89.58,70,100,5.75,AU,1711845643
380,sechura,-5.5569,-80.8222,77.92,60,69,15.03,PE,1711845896
381,miracema do tocantins,-9.5618,-48.3967,75.51,95,68,1.28,BR,1711845896
382,villa general belgrano,-31.9754,-64.5559,71.31,67,10,5.95,AR,1711845896
383,sinabang,2.4803,96.3801,80.38,85,100,2.37,ID,1711845687
384,vavoua,7.3819,-6.4778,77.13,80,100,3.38,CI,1711845897
385,basco,20.4487,121.9702,80.46,87,61,19.82,PH,1711845897
386,tarawa,1.419,172.984,83.34,79,61,16.93,KI,1711845898
387,masterton,-40.9597,175.6575,61.88,46,40,6.89,NZ,1711845898
388,ga-kgapane,-23.6333,30.2167,61.29,97,48,1.86,ZA,1711845898
389,newman,37.3138,-121.0208,64.29,58,94,7.0,US,1711845898
390,khanu woralaksaburi,16.0617,99.8606,85.8,44,0,3.38,TH,1711845898
391,calimera,40.2503,18.2779,60.84,82,0,14.97,IT,1711845898
392,kenora,49.8167,-94.4337,32.97,80,100,5.75,CA,1711845899
393,woolgoolga,-30.1106,153.2007,73.27,65,60,8.12,AU,1711845899
394,cadale,2.7603,46.3222,82.87,76,55,16.28,SO,1711845899
395,forster,-32.1667,152.5167,75.29,68,98,4.56,AU,1711845899
396,kidal,18.4411,1.4078,88.61,18,69,8.19,ML,1711845899
397,guerrero negro,27.9769,-114.0611,67.46,53,100,14.29,MX,1711845621
398,island harbour,50.724,-1.2758,49.46,89,64,8.99,GB,1711845900
399,acajutla,13.5928,-89.8275,81.41,69,0,5.12,SV,1711845900
400,myski,53.709,87.8014,34.65,98,100,10.27,RU,1711845900
401,berezovyy,51.6667,135.7,32.18,84,100,3.0,RU,1711845900
402,buritizeiro,-17.3511,-44.9622,79.27,68,100,1.99,BR,1711845901
403,pierre,44.3683,-100.351,40.12,66,100,8.05,US,1711845901
404,ulladulla,-35.35,150.4667,72.63,67,11,5.19,AU,1711845613
405,chegdomyn,51.1167,133.0167,26.04,79,100,3.94,RU,1711845901
406,yuzhno-sukhokumsk,44.6581,45.6436,51.55,83,100,9.24,RU,1711845902
407,patong,7.8961,98.2966,87.03,70,89,4.99,TH,1711845902
408,katabu,-4.9333,122.5167,84.97,74,36,3.38,ID,1711845902
409,alofi,-19.0595,-169.9187,87.69,74,94,9.22,NU,1711845903
410,ginir,7.1333,40.7,59.72,73,36,4.43,ET,1711845641
411,pariaman,-0.619,100.12,78.85,89,94,2.91,ID,1711845638
412,auki,-8.7676,160.7034,86.63,67,100,8.1,SB,1711845650
413,palu,-0.8917,119.8707,86.45,73,29,1.03,ID,1711845904
414,bouarfa,32.53,-1.95,51.53,58,0,2.42,MA,1711845904
415,la rioja,42.25,-2.5,40.78,94,100,5.73,ES,1711845697
416,warman,52.3168,-106.5679,26.51,54,20,3.44,CA,1711845904
417,necochea,-38.5473,-58.7368,58.84,61,100,8.59,AR,1711845668
418,mengyin,35.7069,117.9264,55.42,30,100,5.86,CN,1711845905
419,sittwe,20.15,92.9,77.99,80,16,2.98,MM,1711845906
420,rabo de peixe,37.8,-25.5833,53.11,71,40,11.5,PT,1711845738
421,tukrah,32.5341,20.5791,65.57,52,0,14.03,LY,1711845636
422,luchegorsk,46.4764,134.2569,35.55,60,100,10.8,RU,1711845635
423,barcelos,41.5388,-8.6151,46.54,93,94,3.67,PT,1711845907
424,sarmiento,-45.5882,-69.07,48.04,43,31,17.54,AR,1711845907
425,luanda,-8.8368,13.2343,80.6,89,40,3.44,AO,1711845907
426,cooper's town,26.8667,-77.5167,69.57,56,100,7.76,BS,1711845623
427,port augusta,-32.5,137.7667,82.24,46,0,7.34,AU,1711845908
428,tambacounda,13.7539,-13.7586,91.45,27,0,6.91,SN,1711845908
429,zhongshu,24.5167,103.7667,65.79,54,94,7.49,CN,1711845908
430,ar ruways,24.1103,52.7306,72.93,70,100,7.07,AE,1711845909
431,guarapari,-20.6667,-40.4975,75.88,96,100,8.5,BR,1711845909
432,hasaki,35.7333,140.8333,73.8,57,0,11.61,JP,1711845629
433,amahai,-3.3333,128.9167,86.38,66,92,2.44,ID,1711845910
434,tabas,33.5959,56.9244,53.82,24,100,2.3,IR,1711845910
435,alesund,62.4723,6.1549,45.91,90,20,4.61,NO,1711845911
436,swan hill,-35.3378,143.5544,86.86,17,0,6.87,AU,1711845911
437,saint-pierre,-21.3393,55.4781,76.68,78,100,4.61,RE,1711845911
438,topeka,39.0483,-95.678,65.98,45,0,8.05,US,1711845834
439,slave lake,55.2834,-114.769,39.18,41,75,3.44,CA,1711845833
440,hatillo,18.4863,-66.8254,79.79,78,0,5.99,PR,1711845912
441,sao jose da coroa grande,-8.8978,-35.1478,75.96,90,100,6.42,BR,1711845912
442,at taj,24.2049,23.2857,64.36,13,0,10.87,LY,1711845688
443,alta,69.9689,23.2717,24.06,78,100,28.99,NO,1711845913
444,mossel bay,-34.1831,22.146,67.93,69,1,6.49,ZA,1711845913
445,barleben,52.2019,11.6177,54.9,75,95,7.65,DE,1711845913
446,balqash,46.8481,74.995,31.28,75,88,7.94,KZ,1711845617
447,pokhara,28.2333,83.9833,66.49,55,16,6.11,NP,1711845913
448,general conesa,-40.1,-64.4333,60.67,20,100,13.56,AR,1711845616
449,peace river,56.2501,-117.286,48.51,19,75,2.3,CA,1711845914
450,banbasa,28.9913,80.0761,72.32,43,0,8.55,IN,1711845914
451,kitami,43.8031,143.8908,33.26,73,85,4.79,JP,1711845914
452,corinto,37.9407,22.9573,56.23,67,99,1.88,GR,1711845911
453,marquette,46.5333,-87.6335,33.26,88,100,2.82,US,1711845915
454,pangai,-19.8,-174.35,86.11,84,75,9.22,TO,1711845915
455,chonchi,-42.6128,-73.8092,45.61,85,100,1.34,CL,1711845915
456,prabumulih,-3.45,104.25,79.25,88,100,0.81,ID,1711845915
457,winterset,41.3308,-94.0138,55.38,60,100,6.08,US,1711845915
458,matoury,4.8483,-52.3317,78.76,94,0,1.14,GF,1711845916
459,east london,-33.0153,27.9116,69.39,80,6,19.91,ZA,1711845907
460,ronne,55.1009,14.7066,53.51,71,75,8.05,DK,1711845916
461,melekeok village,7.4957,134.6367,86.56,70,75,13.8,PW,1711845627
462,ambovombe,-25.1667,46.0833,72.16,89,29,12.39,MG,1711845916
463,nova xavantina,-14.6667,-52.35,75.67,94,100,2.19,BR,1711845917
464,tabou,4.423,-7.3528,78.6,87,100,3.94,CI,1711845917
465,qamdo,31.1667,97.2333,33.49,57,100,6.38,CN,1711845917
466,taroa,8.7058,171.2275,81.61,82,66,19.28,MH,1711845917
467,veinticinco de mayo,-35.4323,-60.1727,64.98,96,69,8.68,AR,1711845918
468,columbia,34.0007,-81.0348,73.08,33,0,5.75,US,1711845668
469,floro,61.5996,5.0328,42.87,93,100,6.91,NO,1711845918
470,urengoy,65.9667,78.3667,7.72,92,100,18.54,RU,1711845919
471,rakops,-21.0167,24.3333,71.8,59,74,15.39,BW,1711845919
472,sur,22.5667,59.5289,76.51,56,100,7.67,OM,1711845919
473,nalut,30.3333,10.85,70.52,13,3,8.77,LY,1711845919
474,gizo,-8.103,156.8419,84.96,72,99,5.03,SB,1711845920
475,maridi,4.9158,29.4742,74.43,63,90,4.83,SS,1711845920
476,eleskirt,39.8033,42.6736,33.44,68,100,5.01,TR,1711845920
477,cockburn town,21.4612,-71.1419,73.36,53,40,12.66,TC,1711845920
478,okahandja,-21.9833,16.9167,64.35,72,15,7.54,NA,1711845921
479,urumqi,43.801,87.6005,41.95,93,100,6.71,CN,1711845921
480,nadym,65.5333,72.5167,-1.07,94,15,16.08,RU,1711845584
481,kismayo,-0.3582,42.5454,84.33,73,100,13.29,SO,1711845642
482,tibiri,13.5627,7.0485,84.76,8,100,7.87,NE,1711845922
483,leava,-14.3,-178.1667,81.63,80,100,9.46,WF,1711845922
484,corumba,-19.0092,-57.6533,81.43,68,76,3.18,BR,1711845923
485,nobeoka,32.5833,131.6667,68.54,50,100,2.21,JP,1711845923
486,gemena,3.25,19.7667,76.23,70,100,3.94,CD,1711845923
487,smithers,54.7804,-127.1743,48.52,40,75,9.22,CA,1711845659
488,berber,18.0216,33.983,70.56,19,0,11.61,SD,1711845923
489,kem',64.9555,34.5793,27.09,97,100,5.7,RU,1711845924
490,belmonte,-15.8631,-38.8828,79.57,84,100,3.18,BR,1711845924
491,adam,22.3756,57.5233,72.7,58,100,4.54,OM,1711845924
492,kalmunai,7.4167,81.8167,79.5,81,19,1.36,LK,1711845924
493,ialibu,-6.2821,143.9935,67.73,82,100,3.13,PG,1711845925
494,fafe,41.4542,-8.168,43.0,93,100,1.99,PT,1711845925
495,trincomalee,8.5711,81.2335,80.73,81,12,6.87,LK,1711845926
496,winston,28.0317,-82.0148,73.71,60,0,6.91,US,1711845926
497,naze,28.3667,129.4833,68.92,63,1,5.64,JP,1711845926
498,savanna-la-mar,18.219,-78.1332,80.55,82,73,2.86,JM,1711845685
499,rajaori,33.3833,74.3,54.63,71,13,5.88,IN,1711845927
500,puerto armuelles,8.2833,-82.8667,86.09,53,99,1.01,PA,1711845927
501,alice springs,-23.7,133.8833,78.22,70,100,8.05,AU,1711845680
502,pamandzi,-12.7967,45.2794,82.18,83,20,8.05,YT,1711845927
503,mata-utu,-13.2816,-176.1745,84.16,75,100,4.83,WF,1711845679
504,shingu,33.7333,135.9833,70.79,54,26,3.96,JP,1711845927
505,porto novo,6.4965,2.6036,82.31,82,100,7.65,BJ,1711845928
506,nosy varika,-20.5833,48.5333,74.3,93,100,3.51,MG,1711845928
507,al hazm,16.1641,44.7769,73.63,59,100,9.57,YE,1711845928
508,trevelin,-43.0858,-71.4639,45.88,86,88,6.29,AR,1711845928
509,tralee,52.2704,-9.7026,41.77,94,100,7.92,IE,1711845635
510,kiffa,16.6166,-11.4045,85.64,19,93,7.31,MR,1711845929
511,bisert',56.8617,59.0523,33.48,98,100,9.37,RU,1711845929
512,anuppur,23.1,81.6833,78.08,44,4,1.83,IN,1711845930
513,wakkanai,45.4094,141.6739,39.09,64,40,25.32,JP,1711845930
514,kudahuvadhoo,2.6708,72.8944,83.28,70,1,2.75,MV,1711845930
515,pisco,-13.7,-76.2167,75.25,78,0,17.27,PE,1711845684
516,castillos,-34.1667,-53.8333,69.15,80,28,4.38,UY,1711845931
517,gadzhiyevo,69.2551,33.3362,22.23,96,100,2.82,RU,1711845931
518,ust-tsilma,65.441,52.1498,-4.07,100,100,3.87,RU,1711845932
519,hanceville,34.0607,-86.7675,69.71,76,96,4.65,US,1711845932
520,sisimiut,66.9395,-53.6735,17.42,63,62,6.98,GL,1711845679
521,antsiranana,-12.2787,49.2917,76.93,87,98,3.13,MG,1711845645
522,qa'en,33.7265,59.1844,47.46,40,100,1.77,IR,1711845933
523,kamphaeng phet,16.25,99.5,86.92,33,0,2.64,TH,1711845933
524,arroio grande,-32.2375,-53.0869,69.31,79,0,5.08,BR,1711845787
525,rikaze,29.25,88.8833,40.68,55,100,0.6,CN,1711845933
526,baganga,7.5739,126.56,84.0,71,100,4.97,PH,1711845934
527,wagar,16.1525,36.2032,78.26,47,31,11.56,SD,1711845934
528,agat village,13.3886,144.6585,86.11,73,40,18.41,GU,1711845935
529,mazatlan,23.2167,-106.4167,75.16,81,40,8.05,MX,1711845935
530,lake havasu city,34.4839,-114.3224,63.23,49,100,16.11,US,1711845786
531,belomorsk,64.5232,34.7668,28.92,95,100,5.23,RU,1711845936
532,tucupita,9.0622,-62.051,80.38,69,14,7.23,VE,1711845936
533,giado,31.9582,12.0203,69.39,13,0,11.3,LY,1711845936
534,korkuteli,37.065,30.1957,50.47,62,46,3.09,TR,1711845937
535,ibarreta,-25.2144,-59.8585,85.75,40,85,6.33,AR,1711845937
536,osijek,45.5511,18.6939,64.31,25,0,12.66,HR,1711845937
537,shimoda,34.6667,138.95,68.36,66,0,19.06,JP,1711845937
538,chernyshevskiy,63.0128,112.4714,5.22,89,67,3.96,RU,1711845658
539,moroto,2.5345,34.6666,71.28,69,78,5.97,UG,1711845938
540,kirovskiy,45.0917,133.5136,36.18,48,100,14.99,RU,1711845938
541,vaasa,63.096,21.6158,33.3,100,100,7.0,FI,1711845938
542,chefchaouene,35.1688,-5.2636,54.97,96,100,15.99,MA,1711845939
543,suva,-18.1416,178.4415,83.68,84,75,2.3,FJ,1711845939
544,burgos,42.3394,-3.7079,37.81,93,100,17.27,ES,1711845939
545,raja,8.4596,25.678,79.81,18,100,3.58,SS,1711845939
546,wanning,18.8003,110.3967,81.72,79,59,12.64,CN,1711845939
547,gujba,11.5032,11.9367,85.57,15,100,1.81,NG,1711845940
548,sabancuy,18.9667,-91.1833,79.93,69,0,11.95,MX,1711845940
549,merowe,18.4833,31.8167,71.87,24,6,11.81,SD,1711845940
550,vilkaviskis,54.6517,23.0322,55.18,83,100,9.35,LT,1711845940
551,alnashi,56.1874,52.4792,34.18,99,100,11.68,RU,1711845940
552,robertsport,6.7533,-11.3686,79.54,82,100,2.93,LR,1711845660
553,petauke,-14.2426,31.3253,64.47,82,33,11.32,ZM,1711845941
554,oodweyne,9.4092,45.064,72.07,48,24,8.84,SO,1711845941
555,kyabram,-36.3167,145.05,83.68,16,0,4.83,AU,1711845941
556,praia da vitoria,38.7333,-27.0667,53.85,62,20,20.85,PT,1711845592
557,bardai,11.65,7.2333,81.61,34,41,7.2,NG,1711845941
558,tocopilla,-22.092,-70.1979,71.26,74,20,6.62,CL,1711845713
559,pamanukan,-6.2842,107.8106,83.39,77,16,2.55,ID,1711845942
560,devils lake,48.1128,-98.8651,33.78,66,75,9.22,US,1711845893
561,serenje,-13.2325,30.2352,61.5,79,12,9.93,ZM,1711845942
562,kilindoni,-7.9139,39.6668,82.18,79,100,9.1,TZ,1711845942
563,horta,38.5333,-28.6333,54.01,76,100,4.0,PT,1711845943
